B08FVP4YLF	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B074PNDSQ1	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
B09NC1XDDC	[3, 0, 5, 2, 1, 0, 1, 0, 0, 0]
B07YD8WH8F	[3, 4, 6, 11, 3, 4, 1, 2, 3, 0]
B07464WVPZ	[6, 2, 12, 6, 0, 1, 1, 5, 2, 0]
B08X6VQZ1Z	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B09J4L8P6L	[0, 4, 0, 3, 0, 0, 0, 1, 1, 0]
B07B64PH8Y	[3, 6, 5, 5, 0, 2, 1, 1, 1, 0]
B07TV2N3WG	[3, 8, 7, 6, 0, 0, 1, 2, 0, 2]
B07XQ395Z9	[22, 7, 19, 10, 0, 4, 5, 5, 5, 3]
B07G3ZQRLF	[3, 1, 5, 0, 0, 0, 0, 0, 0, 0]
B07Y7WHTGW	[0, 0, 0, 18, 0, 0, 0, 0, 0, 0]
B07D9H1FCZ	[46, 26, 81, 18, 0, 9, 11, 24, 7, 5]
B07981Q379	[14, 2, 12, 8, 0, 3, 1, 3, 0, 0]
B0721B15ZC	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B072PXYSQ9	[10, 3, 4, 10, 1, 4, 0, 3, 2, 3]
B086X1WHH8	[32, 124, 6, 61, 24, 26, 6, 28, 2, 27]
B07C5P6MRD	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
B07KX6P7P2	[3, 0, 1, 5, 0, 1, 0, 0, 0, 0]
B01F4WFJ5Y	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B079L9LYDN	[19, 10, 34, 8, 0, 3, 2, 8, 1, 0]
B07Z42G5S8	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B07KRF15LZ	[15, 9, 14, 41, 0, 2, 2, 4, 1, 1]
B07LGBRCFH	[7, 9, 13, 9, 0, 2, 2, 0, 1, 1]
B07YWNSZQL	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B07LCM54RR	[15, 9, 14, 41, 0, 2, 2, 4, 1, 1]
B07D94CJHP	[10, 1, 3, 10, 1, 3, 6, 5, 2, 4]
B07KPN37ZG	[15, 9, 14, 41, 0, 2, 2, 4, 1, 1]
B0874X48F2	[18, 10, 27, 4, 1, 5, 4, 4, 2, 2]
B08R7QG6X9	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B079VQB18J	[3, 10, 4, 2, 0, 1, 0, 0, 0, 0]
B08V8B63W9	[1, 10, 9, 2, 0, 2, 0, 1, 1, 0]
B07F6H1MZW	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B09DYBF3TC	[26, 1, 11, 4, 0, 0, 5, 13, 0, 0]
B0793R9S29	[19, 14, 13, 31, 0, 3, 4, 4, 1, 1]
B07PWF48QL	[14, 7, 10, 22, 1, 5, 1, 7, 3, 4]
B07KW2S32R	[15, 9, 14, 41, 0, 2, 2, 4, 1, 1]
B08BFT3MPD	[18, 2, 13, 4, 0, 5, 1, 1, 0, 0]
B07L8Y3XZ2	[4, 7, 9, 2, 2, 1, 0, 2, 1, 1]
B07KT87B9C	[15, 9, 14, 41, 0, 2, 2, 4, 1, 1]
B08CVKFW8M	[5, 9, 14, 11, 0, 6, 4, 6, 2, 2]
B07PSP47PY	[2, 7, 7, 23, 0, 2, 1, 1, 1, 1]
B08HGFHPC7	[12, 6, 13, 6, 0, 4, 4, 10, 2, 3]
B07VMG31B5	[1, 0, 0, 0, 0, 2, 0, 0, 0, 0]
B089SYQ94G	[0, 0, 0, 3, 0, 0, 0, 0, 0, 0]
B07P1D4KVT	[6, 0, 4, 3, 0, 2, 0, 0, 2, 0]
B01M5E92TH	[1, 0, 2, 1, 0, 0, 0, 0, 0, 0]
B07LCK7RJ1	[15, 9, 14, 41, 0, 2, 2, 4, 1, 1]
B07285G1RK	[21, 5, 12, 6, 0, 4, 1, 0, 1, 1]
B07LCN4XBT	[15, 9, 14, 41, 0, 2, 2, 4, 1, 1]
B08LQPQBP9	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B07KT864N4	[15, 9, 14, 41, 0, 2, 2, 4, 1, 1]
B08H8SG3V8	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B07BSPHG7L	[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]
B07BZMRR2Q	[2, 3, 2, 3, 2, 2, 0, 2, 0, 0]
B07Q45KL8Y	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B07BY4N8RQ	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
B078JWW2P4	[17, 4, 17, 8, 0, 2, 4, 3, 1, 1]
B075L5Z85B	[9, 0, 8, 3, 0, 0, 4, 3, 1, 2]
B07ZD45ZXG	[0, 0, 0, 18, 0, 0, 0, 0, 0, 0]
B09SB4ZK11	[9, 4, 26, 8, 4, 3, 2, 1, 1, 0]
B071JQQNFG	[9, 0, 27, 3, 3, 3, 2, 1, 0, 0]
B07KS6THHL	[15, 9, 14, 41, 0, 2, 2, 4, 1, 1]
B07845BKKB	[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]
B081K8WWCK	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B07FPBWFT2	[2, 2, 2, 1, 0, 0, 0, 0, 0, 0]
B07BD43F49	[0, 2, 1, 0, 0, 0, 0, 0, 0, 0]
B08BFCTDC7	[0, 0, 0, 2, 0, 0, 0, 1, 0, 2]
B07FM3QKQF	[15, 5, 27, 14, 1, 4, 2, 6, 0, 1]
B07H854SXZ	[3, 1, 5, 0, 0, 0, 0, 0, 0, 0]
B09M73GLJ8	[1, 2, 1, 0, 0, 0, 0, 0, 0, 0]
B08F9Z4BR8	[0, 0, 0, 5, 0, 0, 0, 0, 0, 0]
B07GDLRHTT	[14, 3, 7, 7, 1, 2, 3, 3, 1, 2]
B07ZHG12F9	[0, 0, 0, 3, 0, 0, 0, 0, 0, 0]
B078VCDX67	[9, 5, 5, 1, 2, 2, 2, 4, 1, 2]
B07KSX97VL	[15, 9, 14, 41, 0, 2, 2, 4, 1, 1]
B07C8FSTFP	[5, 3, 11, 4, 0, 3, 1, 1, 1, 1]
B08KF65CRY	[8, 7, 31, 32, 6, 10, 4, 4, 2, 3]
