B08XTVRWBM	[0, 3, 5, 3, 0, 3, 1, 1, 1, 0]
B09NC1265F	[3, 0, 9, 5, 0, 0, 1, 0, 0, 0]
B07STM2KGL	[3, 1, 8, 14, 1, 2, 1, 1, 1, 0]
B017OBYNZU	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
B07BLTCKRY	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B08P7GGXM3	[2, 6, 15, 9, 0, 2, 2, 1, 3, 0]
B081B3JPNH	[3, 0, 5, 2, 0, 1, 0, 0, 0, 0]
B07G4B6WL4	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
B095PHZ139	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B08NJFYP46	[4, 0, 7, 1, 0, 0, 1, 0, 0, 0]
B0868QJ9JD	[2, 3, 9, 0, 0, 0, 0, 0, 0, 0]
B075KY8LPR	[1, 0, 2, 1, 0, 0, 0, 0, 0, 0]
B09HQQY8V4	[0, 2, 5, 0, 1, 0, 0, 0, 0, 0]
B08Q7ZV79K	[2, 0, 1, 2, 0, 3, 0, 0, 0, 0]
B07DNZ28L9	[0, 4, 6, 1, 0, 1, 0, 0, 0, 1]
B0987Q3XF8	[3, 0, 5, 2, 1, 0, 1, 0, 0, 0]
B081V4KBG6	[7, 0, 11, 1, 1, 0, 1, 0, 1, 0]
B07ZFLHVMJ	[2, 0, 7, 1, 0, 1, 0, 1, 0, 0]
B07H7PL8J5	[2, 0, 3, 2, 0, 0, 0, 1, 1, 0]
B07WP4N2NK	[1, 3, 3, 1, 1, 2, 1, 2, 2, 0]
B07K4Q4M99	[1, 0, 0, 3, 0, 0, 0, 0, 0, 0]
B075V2PX4Z	[1, 0, 2, 1, 0, 0, 0, 0, 0, 0]
B072ML3N6K	[17, 3, 35, 11, 1, 2, 1, 4, 2, 2]
B07YMZ94BV	[2, 0, 0, 6, 0, 0, 0, 4, 0, 2]
B086H3J7RR	[0, 0, 0, 2, 0, 1, 1, 0, 0, 0]
B086MSHFLV	[5, 1, 7, 9, 0, 3, 0, 0, 0, 0]
B0881N8B8M	[3, 0, 5, 2, 1, 0, 1, 0, 0, 0]
B07B9V7L7G	[2, 0, 2, 0, 0, 0, 1, 0, 0, 0]
B088BLWYKJ	[3, 0, 5, 2, 1, 0, 1, 0, 0, 0]
B0987S1K5W	[7, 3, 33, 0, 0, 2, 3, 0, 0, 1]
B07YPSBWL3	[23, 7, 20, 14, 1, 3, 6, 2, 2, 1]
B075L35YDY	[1, 0, 2, 1, 0, 0, 0, 0, 0, 0]
B07B2YDVN2	[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
B06XWNGRRL	[4, 6, 3, 3, 2, 2, 2, 6, 3, 0]
B01BI9JO1W	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B07NLDHP1G	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B08MF1WGWG	[7, 0, 2, 2, 0, 2, 2, 0, 0, 0]
B07GVK9FQW	[2, 1, 8, 1, 0, 2, 0, 1, 0, 0]
