B07RML3K3G	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
B09PYQHY13	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
B07HF4PWMZ	[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]
B08Q7XWBXM	[15, 8, 1, 1, 1, 2, 0, 0, 0, 0]
B087D767LJ	[2, 0, 2, 1, 0, 0, 0, 0, 0, 0]
B07JQSZ6B5	[0, 0, 0, 4, 0, 0, 0, 0, 0, 0]
B07KWVB9MN	[0, 0, 0, 2, 0, 1, 1, 0, 0, 0]
B07QP7S15F	[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
B06XYYRQ3R	[1, 0, 2, 1, 0, 0, 0, 0, 0, 0]
B09NYLMZTV	[2, 3, 10, 5, 0, 2, 2, 1, 0, 0]
B09P1PDMKB	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B07TNH8TQJ	[0, 0, 0, 2, 0, 1, 1, 0, 0, 0]
B07TDB5TS7	[3, 0, 0, 3, 0, 0, 0, 0, 0, 0]
B08PKWK23X	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
B07QP6GZNJ	[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
B095P311XY	[1, 0, 0, 28, 1, 0, 1, 0, 0, 0]
B089ZVRH6R	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B089VJHBFR	[9, 5, 10, 1, 2, 2, 0, 0, 0, 0]
B08914KMDV	[3, 1, 5, 1, 0, 0, 0, 1, 1, 0]
B098PNZ4MP	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
B09FB4L8V6	[3, 4, 13, 17, 2, 5, 0, 0, 0, 0]
B08591WT9D	[5, 2, 6, 7, 1, 5, 0, 1, 0, 0]
B086QZBTHH	[5, 1, 7, 9, 0, 3, 0, 0, 0, 0]
B07T91Z5Y6	[0, 0, 0, 2, 0, 1, 1, 0, 0, 0]
B09DS3XV4C	[8, 4, 18, 5, 2, 2, 2, 1, 0, 0]
B08QZ9GSTF	[5, 3, 11, 4, 1, 3, 1, 1, 1, 0]
B07Z9KCZSL	[7, 0, 16, 9, 1, 6, 3, 0, 0, 0]
B08D6XJ6K1	[1, 0, 2, 1, 0, 0, 0, 0, 0, 0]
B08286KHYK	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B07V8GFF63	[2, 1, 5, 1, 0, 0, 0, 0, 0, 0]
B07Q84DQ7G	[16, 2, 11, 10, 1, 3, 2, 1, 0, 1]
B07V4SH9CH	[3, 3, 10, 8, 0, 1, 1, 0, 0, 0]
B08C6Z4C3R	[4, 0, 2, 0, 0, 1, 0, 0, 0, 0]
B085Q73KM8	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B07FW673N2	[4, 1, 5, 0, 0, 0, 0, 0, 0, 0]
B07HJ3F1M7	[7, 0, 7, 0, 0, 0, 1, 0, 0, 0]
B08C6GXLKG	[10, 0, 20, 1, 3, 5, 0, 1, 0, 0]
B09TRR26CV	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B07L6RWC8F	[16, 9, 38, 8, 2, 6, 2, 1, 1, 0]
B07H7VQZRM	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
B081TZTGSG	[5, 5, 6, 5, 0, 1, 0, 0, 1, 1]
B08VWNBVP9	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B09JW6DKRT	[10, 3, 11, 6, 1, 5, 1, 1, 1, 0]
B08245FDB6	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B01EIQX6Y8	[6, 1, 7, 3, 0, 2, 3, 0, 0, 0]
B07HG1Y4KX	[4, 0, 12, 5, 0, 3, 0, 0, 0, 0]
B08DNSBVMW	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B08JVDJD5S	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B07RMV4CVV	[0, 0, 2, 5, 0, 0, 0, 0, 0, 0]
B087F6CLJG	[5, 3, 11, 7, 1, 3, 1, 1, 1, 1]
B087JZ9T1L	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B07SNVMF99	[3, 0, 0, 3, 0, 0, 0, 0, 0, 0]
B09KTLZG67	[8, 0, 11, 4, 2, 1, 1, 0, 0, 0]
B08CV63Z72	[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]
B08D3Q11NT	[0, 3, 3, 4, 1, 3, 1, 1, 1, 0]
B08Q8C17LJ	[2, 0, 2, 1, 0, 0, 0, 0, 0, 0]
B08ZXSFD8P	[6, 5, 12, 6, 1, 1, 2, 1, 0, 0]
B097NGZJTN	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
B08F83VXLG	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
B086JNWP6B	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B087RQ9LJ5	[5, 1, 7, 9, 0, 3, 0, 0, 0, 0]
B082J5ZTQF	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B01N7U5AXE	[7, 0, 9, 4, 0, 1, 3, 0, 0, 0]
B078S7B2FG	[14, 3, 21, 10, 1, 4, 4, 0, 0, 0]
B09BZMNYVF	[0, 1, 0, 34, 0, 0, 0, 0, 0, 0]
B083XCWWCK	[4, 2, 15, 1, 0, 2, 0, 0, 0, 0]
B08WYPT4CV	[3, 0, 3, 12, 0, 3, 2, 1, 0, 0]
B09S6TYPX7	[3, 0, 5, 3, 0, 1, 0, 0, 0, 0]
B07G4G1G37	[0, 0, 0, 2, 0, 1, 1, 0, 0, 0]
B07VFK93V3	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B09CLLLKW3	[6, 0, 5, 2, 0, 0, 0, 0, 0, 0]
B07FMWPJXX	[5, 0, 3, 3, 0, 0, 0, 1, 0, 0]
B08C78P7D5	[6, 0, 5, 3, 0, 0, 0, 1, 0, 1]
B08CX7F844	[4, 0, 5, 2, 0, 1, 0, 0, 0, 0]
B07D81T21K	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B07XL97LJ4	[2, 0, 1, 6, 0, 0, 0, 0, 0, 1]
B0935QLM7C	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
