B09PNVFZB7	[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]
B09FL9S8Y1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B086GTC4PS	[4, 4, 16, 4, 1, 4, 3, 1, 2, 0]
B09MJJQQS3	[0, 2, 2, 1, 1, 2, 1, 0, 1, 1]
B07JMV1BFD	[1, 0, 2, 1, 0, 0, 0, 0, 0, 0]
B09QQ5XHMY	[7, 0, 4, 1, 0, 0, 1, 1, 0, 0]
B09QFSMBQP	[12, 0, 15, 8, 3, 0, 1, 0, 0, 0]
B07DQHXY26	[5, 2, 5, 6, 0, 1, 0, 0, 0, 0]
B08F9H7P2L	[13, 2, 10, 5, 0, 1, 3, 0, 0, 0]
B09HY5797K	[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B09TFWGXCQ	[12, 0, 15, 8, 3, 0, 1, 0, 0, 0]
B079LTP355	[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]
B08NCRMZ9N	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B0783R4Q82	[4, 0, 4, 0, 0, 0, 0, 0, 0, 0]
B0854MV7WG	[5, 3, 13, 4, 1, 3, 1, 1, 0, 0]
B07Q753LK8	[20, 4, 38, 3, 0, 4, 2, 0, 2, 0]
B09HL7G5V5	[12, 0, 15, 8, 3, 0, 1, 0, 0, 0]
B08V3LTDRV	[2, 0, 0, 1, 0, 0, 0, 0, 0, 0]
B08LQYD9BL	[4, 1, 4, 3, 0, 0, 0, 0, 0, 0]
B07VWB6S2Q	[4, 3, 14, 4, 1, 3, 1, 1, 1, 0]
B091G9DGJH	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B095HYRG16	[1, 0, 0, 20, 1, 0, 1, 0, 0, 0]
B099G3PTKW	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B091CZK9FB	[0, 3, 5, 8, 1, 0, 0, 0, 1, 0]
B0982TDSF5	[6, 3, 13, 3, 1, 3, 1, 1, 1, 0]
B07H25BSCN	[82, 19, 151, 9, 3, 25, 4, 4, 1, 1]
B08BJC37VH	[2, 0, 0, 1, 0, 0, 0, 0, 0, 0]
B0799ZLCD9	[3, 2, 9, 1, 0, 1, 0, 0, 0, 1]
B08WHRM4SP	[3, 4, 18, 5, 0, 0, 0, 1, 0, 0]
B084Z3GYZ5	[0, 1, 2, 0, 0, 1, 0, 0, 0, 0]
B09S1DXSR1	[2, 0, 3, 0, 0, 0, 0, 0, 0, 0]
B08T9WXDG8	[6, 2, 0, 0, 0, 0, 0, 0, 0, 0]
B09T96DBFZ	[7, 2, 2, 0, 0, 0, 0, 0, 0, 0]
B09CZBYZ17	[0, 0, 2, 1, 0, 0, 0, 0, 0, 0]
B09JL3VPQ2	[3, 0, 4, 0, 1, 2, 0, 1, 0, 0]
B09CJPFTT8	[1, 0, 4, 7, 0, 0, 0, 0, 0, 0]
B092MR6L8N	[8, 0, 10, 5, 0, 1, 1, 0, 0, 0]
B08D6ZMGN2	[9, 4, 9, 5, 0, 1, 1, 0, 0, 0]
B08HMMHVQN	[7, 0, 6, 1, 0, 0, 0, 1, 0, 1]
B081264BFT	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B094DV988N	[7, 1, 11, 5, 1, 4, 2, 2, 0, 1]
B07N81VFVT	[0, 3, 4, 5, 0, 3, 1, 2, 1, 0]
B08MDX2HDR	[3, 3, 12, 5, 1, 3, 1, 1, 1, 0]
B09MDLKN41	[2, 4, 17, 7, 2, 1, 0, 0, 0, 0]
B08LDWY61J	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B092DT5HVT	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B07YZSDL8R	[0, 0, 17, 0, 0, 0, 0, 0, 0, 0]
B07C7WTDY8	[13, 7, 46, 11, 1, 4, 3, 2, 2, 1]
B08XLQHBGF	[3, 0, 1, 2, 0, 2, 0, 0, 0, 0]
B07ZKDJHJ1	[10, 4, 12, 14, 3, 6, 1, 5, 1, 1]
B08D6YJZLL	[1, 0, 2, 1, 0, 0, 0, 0, 0, 0]
B07DLJVXRY	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B0793S5N4W	[0, 0, 2, 4, 1, 0, 1, 0, 0, 0]
B085LFDBBZ	[8, 1, 1, 7, 1, 1, 0, 0, 0, 0]
B07DD58XX5	[4, 0, 5, 6, 0, 1, 1, 0, 0, 1]
B08W8TCPWF	[1, 2, 2, 0, 0, 0, 0, 0, 0, 0]
B08V7GSV11	[3, 3, 11, 1, 0, 2, 2, 0, 1, 1]
B08VJMYDV5	[6, 1, 11, 7, 1, 0, 0, 0, 0, 0]
B08Q8RD24X	[3, 0, 5, 1, 1, 0, 1, 0, 0, 0]
B01HFZI9AK	[10, 0, 5, 4, 0, 1, 1, 0, 0, 0]
B08N8PQ81H	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
B09PRQ4G8F	[0, 1, 1, 1, 0, 0, 0, 1, 0, 0]
B07WK87VBD	[3, 5, 4, 0, 2, 2, 2, 4, 3, 1]
B08YD8461R	[2, 15, 11, 0, 0, 0, 0, 1, 0, 0]
B09HN7GLDP	[2, 0, 1, 0, 0, 0, 0, 0, 0, 0]
B08SHCNN3S	[3, 3, 3, 12, 1, 3, 2, 0, 1, 0]
B098NJR2J9	[4, 0, 6, 3, 0, 1, 2, 0, 0, 0]
B08TMSG9FM	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B08KHPJHVK	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B08D6YFY65	[1, 0, 2, 1, 0, 0, 0, 0, 0, 0]
