B07SS9LCBQ	[0, 2, 2, 2, 0, 0, 0, 1, 0, 0]
B09LMMN2S4	[0, 0, 7, 0, 0, 1, 0, 1, 0, 0]
B08KF65CRY	[13, 13, 35, 30, 6, 12, 7, 5, 5, 4]
B081X9VJ95	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B08ML3SH5X	[5, 1, 6, 9, 0, 3, 0, 0, 0, 0]
B088R65N3C	[3, 0, 5, 2, 1, 0, 1, 0, 0, 0]
B071NVKH7C	[2, 0, 3, 5, 0, 2, 0, 0, 0, 0]
B07N7NW4Y6	[5, 4, 3, 3, 0, 0, 0, 2, 0, 0]
B07D2J67G1	[1, 14, 11, 11, 2, 2, 2, 1, 1, 0]
B07D92MTBP	[4, 7, 8, 3, 1, 1, 1, 1, 3, 2]
B074TV61DK	[3, 0, 1, 2, 0, 0, 0, 0, 0, 0]
B09BBNJYN3	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B097RWCFKL	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B07VDKRG91	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B07TXVXRGB	[4, 0, 0, 4, 0, 0, 0, 0, 0, 0]
B099SCP27L	[0, 2, 1, 5, 0, 1, 1, 0, 0, 0]
B075L5Z85B	[7, 2, 8, 1, 0, 0, 3, 3, 1, 1]
B09LDC93Z3	[0, 2, 2, 2, 0, 0, 0, 1, 0, 0]
B08573LX5K	[3, 0, 5, 2, 1, 0, 1, 0, 0, 0]
B07TCB4W7P	[5, 4, 3, 3, 0, 0, 0, 2, 0, 0]
B09FF2ND2L	[0, 2, 2, 2, 0, 0, 0, 1, 0, 0]
B08V1HPT33	[0, 2, 2, 2, 0, 0, 0, 1, 0, 0]
B097PZZDF4	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B08DD2WXRM	[3, 0, 5, 2, 1, 0, 1, 0, 0, 0]
B083WCXWZB	[1, 1, 2, 1, 0, 0, 0, 0, 1, 1]
B07YN3R5D1	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B09K4DSZ3P	[14, 3, 3, 5, 0, 0, 0, 0, 0, 1]
B086R22LZF	[3, 0, 5, 2, 1, 0, 1, 0, 0, 0]
B07JQ9P4FC	[3, 4, 5, 3, 0, 2, 0, 1, 1, 0]
B09R9MLPC5	[0, 2, 3, 5, 0, 1, 1, 0, 0, 0]
B088RDKFC1	[3, 0, 5, 2, 1, 0, 1, 0, 0, 0]
B07YMMNXZW	[0, 2, 2, 2, 0, 0, 0, 1, 0, 0]
B09T6FS8N9	[0, 1, 5, 3, 0, 1, 0, 2, 0, 0]
B07PN4VHZQ	[0, 0, 0, 3, 0, 0, 0, 0, 0, 0]
B09NKPFTGD	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B09SB4ZK11	[7, 3, 18, 6, 2, 2, 0, 1, 1, 0]
B0843P8ZM4	[6, 0, 3, 4, 0, 1, 0, 0, 0, 1]
B07NJ5CLCG	[5, 0, 6, 3, 0, 2, 0, 0, 0, 0]
B08V8B63W9	[1, 11, 16, 8, 0, 6, 0, 3, 3, 3]
B09CTW5P7T	[0, 1, 2, 11, 0, 1, 0, 1, 0, 1]
B088R9HDHS	[3, 0, 5, 2, 1, 0, 1, 0, 0, 0]
B086YYPK1X	[3, 0, 5, 2, 1, 0, 1, 0, 0, 0]
B07NF257SG	[0, 2, 2, 5, 0, 1, 1, 0, 0, 0]
B088THMXV2	[3, 0, 5, 2, 1, 0, 1, 0, 0, 0]
B079VQB18J	[3, 10, 5, 2, 0, 1, 0, 0, 0, 0]
B088FFGXRT	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
B07W6JHKPX	[3, 0, 4, 2, 1, 0, 1, 0, 0, 0]
B07285G1RK	[22, 4, 12, 8, 1, 3, 2, 0, 0, 0]
B09LVG36LD	[11, 5, 3, 4, 1, 2, 0, 0, 0, 0]
B01M5E92TH	[1, 0, 2, 1, 0, 0, 0, 0, 0, 0]
B09TFJNC73	[0, 0, 1, 2, 0, 0, 0, 0, 0, 0]
B099N8HP35	[3, 0, 8, 5, 1, 0, 2, 0, 0, 0]
